id,answer
1,A
2,A
3,B
4,A
5,C
6,B
7,C
8,A
9,C
10,C
11,C
12,C
13,B
14,C
15,C
16,C
17,C
18,A
19,A
20,C
21,C
22,C
23,C
24,A
25,C
26,A
27,C
28,A
29,C
30,B
31,A
32,A
33,A
34,C
35,C
36,C
37,C
38,A
39,C
40,A
41,C
42,A
43,A
44,B
45,B
46,A
47,C
48,A
49,C
50,A
51,B
52,C
53,C
54,A
55,A
56,A
57,C
58,A
59,B
60,B
61,C
62,A
63,C
64,B
65,C
66,A
67,C
68,B
69,A
70,C
71,A
72,A
73,B
74,C
75,C
76,A
77,C
78,A
79,A
80,C
81,C
82,C
83,B
84,B
85,B
86,C
87,C
88,A
89,C
90,C
91,C
92,C
93,A
94,A
95,C
96,A
97,C
98,A
99,A
100,C
101,A
102,A
103,C
104,A
105,C
106,A
107,A
108,B
109,A
110,A
111,A
112,A
113,A
114,C
115,C
116,B
117,C
118,B
119,C
120,C
121,A
122,C
123,A
124,B
125,C
126,C
127,A
128,C
129,A
130,B
131,A
132,C
133,C
134,A
135,C
136,A
137,A
138,C
139,A
140,C
141,A
142,A
143,C
144,C
145,A
146,B
147,A
148,C
149,A
150,A
151,A
152,C
153,C
154,A
155,C
156,C
157,C
158,C
159,A
160,A
161,A
162,A
163,C
164,C
165,C
166,A
167,A
168,A
169,C
170,C
171,C
172,A
173,C
174,B
175,A
176,A
177,A
178,B
179,A
180,C
181,A
182,A
183,B
184,B
185,A
186,B
187,C
188,A
189,B
190,A
191,C
192,A
193,A
194,A
195,C
196,C
197,A
198,A
199,B
200,A
201,C
202,C
203,A
204,C
205,A
206,C
207,C
208,B
209,C
210,B
211,A
212,A
213,C
214,C
215,C
216,A
217,B
218,A
219,A
220,C
221,C
222,C
223,A
224,A
225,A
226,A
227,A
228,C
229,B
230,B
231,B
232,A
233,C
234,B
235,C
236,C
237,C
238,C
239,C
240,A
241,A
242,A
243,C
244,C
245,C
246,C
247,B
248,C
249,A
250,C
251,B
252,C
253,B
254,C
255,A
256,A
257,A
258,C
259,A
260,A
261,A
262,A
263,A
264,A
265,C
266,B
267,C
268,B
269,C
270,A
271,C
272,C
273,A
274,C
275,A
276,C
277,C
278,C
279,B
280,C
281,A
282,C
283,A
284,C
285,C
286,A
287,A
288,C
289,A
290,C
291,A
292,A
293,A
294,C
295,A
296,C
297,C
298,C
299,B
300,B
301,A
302,A
303,A
304,C
305,A
306,C
307,A
308,C
309,B
310,A
311,C
312,C
313,A
314,C
315,C
316,A
317,C
318,C
319,C
320,C
321,A
322,C
323,A
324,B
325,B
326,A
327,C
328,C
329,A
330,A
331,C
332,A
333,A
334,A
335,A
336,A
337,B
338,A
339,C
340,A
341,A
342,C
343,C
344,C
345,A
346,A
347,C
348,A
349,B
350,A
351,A
352,C
353,C
354,A
355,C
356,A
357,A
358,C
359,A
360,C
361,A
362,C
363,B
364,B
365,C
366,C
367,A
368,A
369,A
370,C
371,A
372,C
373,A
374,C
375,A
376,B
377,A
378,C
379,A
380,C
381,A
382,C
383,A
384,C
385,A
386,A
387,C
388,C
389,C
390,C
391,A
392,C
393,C
394,A
395,C
396,C
397,C
398,A
399,A
400,B
401,C
402,C
403,C
404,A
405,B
406,C
407,A
408,A
409,C
410,C
411,B
412,C
413,A
414,C
415,B
416,C
417,A
418,C
419,C
420,C
421,C
422,C
423,C
424,C
425,C
426,B
427,C
428,A
429,A
430,B
431,A
432,A
433,A
434,C
435,C
436,A
437,A
438,A
439,C
440,C
441,A
442,A
443,A
444,A
445,C
446,A
447,A
448,A
449,B
450,C
451,A
452,C
453,A
454,A
455,C
456,A
457,C
458,A
459,A
460,A
461,B
462,C
463,B
464,C
465,C
466,C
467,C
468,C
469,C
470,C
471,A
472,A
473,C
474,B
475,A
476,C
477,B
478,A
479,B
480,C
481,B
482,C
483,C
484,A
485,C
486,A
487,C
488,C
489,A
490,C
491,A
492,C
493,B
494,C
495,B
496,A
497,C
498,A
499,A
500,A
501,A
502,C
503,A
504,A
505,A
506,A
507,C
508,B
509,A
510,B
511,A
512,A
513,B
514,A
515,C
516,B
517,C
518,A
519,C
520,B
521,A
522,A
523,C
524,A
525,C
526,B
527,C
528,C
529,A
530,A
531,B
532,A
533,A
534,A
535,A
536,C
537,A
538,C
539,C
540,C
541,A
542,B
543,B
544,C
545,C
546,A
547,C
548,C
549,B
550,C
551,C
552,C
553,A
554,B
555,A
556,A
557,C
558,B
559,C
560,A
561,C
562,A
563,C
564,B
565,C
566,C
567,C
568,A
569,B
570,C
571,C
572,C
573,A
574,C
575,C
576,B
577,C
578,C
579,C
580,A
581,A
582,A
583,A
584,B
585,A
586,C
587,B
588,A
589,C
590,B
591,C
592,C
593,A
594,C
595,B
596,C
597,C
598,C
599,C
600,A
601,A
602,C
603,A
604,C
605,C
606,C
607,B
608,A
609,A
610,C
611,C
612,A
613,A
614,C
615,A
616,C
617,A
618,C
619,A
620,B
621,A
622,A
623,C
624,C
625,A
626,B
627,C
628,B
629,C
630,C
631,C
632,C
633,A
634,C
635,A
636,B
637,A
638,B
639,A
640,C
641,B
642,C
643,A
644,C
645,B
646,A
647,A
648,A
649,A
650,C
651,A
652,C
653,A
654,C
655,A
656,C
657,C
658,C
659,C
660,A
661,C
662,C
663,C
664,A
665,A
666,A
667,C
668,A
669,A
670,A
671,C
672,A
673,A
674,B
675,A
676,C
677,C
678,A
679,C
680,C
681,C
682,A
683,C
684,C
685,C
686,B
687,C
688,B
689,C
690,B
691,A
692,A
693,C
694,A
695,C
696,A
697,C
698,A
699,A
700,A
701,C
702,A
703,A
704,B
705,B
706,C
707,C
708,B
709,A
710,C
711,A
712,B
713,B
714,A
715,C
716,B
717,C
718,A
719,C
720,B
721,A
722,A
723,A
724,A
725,A
726,A
727,A
728,A
729,A
730,C
731,C
732,C
733,C
734,B
735,C
736,C
737,C
738,A
739,B
740,A
741,B
742,C
743,C
744,B
745,A
746,B
747,C
748,A
749,A
750,C
751,A
752,A
753,A
754,B
755,A
756,C
757,C
758,A
759,A
760,A
761,A
762,C
763,A
764,A
765,C
766,C
767,C
768,A
769,C
770,A
771,A
772,C
773,A
774,C
775,C
776,C
777,C
778,A
779,C
780,C
781,A
782,B
783,B
784,A
785,C
786,C
787,C
788,A
789,B
790,B
791,A
792,A
793,B
794,C
795,B
796,B
797,A
798,A
799,A
800,A
801,C
802,B
803,A
804,B
805,C
806,C
807,A
808,C
809,A
810,C
811,C
812,B
813,C
814,A
815,C
816,B
817,B
818,A
819,C
820,A
821,C
822,B
823,C
824,A
825,A
826,C
827,C
828,A
829,B
830,A
831,B
832,B
833,A
834,B
835,C
836,C
837,C
838,A
839,C
840,A
841,A
842,A
843,C
844,A
845,A
846,B
847,A
848,C
849,C
850,C
851,C
852,C
853,C
854,A
855,C
856,C
857,C
858,A
859,C
860,A
861,C
862,A
863,B
864,C
865,C
866,B
867,C
868,A
869,A
870,A
871,A
872,B
873,A
874,B
875,C
876,C
877,B
878,C
879,A
880,C
881,A
882,C
883,A
884,A
885,B
886,C
887,A
888,A
889,C
890,A
891,A
892,C
893,B
894,A
895,A
896,C
897,C
898,B
899,C
900,A
901,A
902,C
903,A
904,C
905,A
906,C
907,A
908,B
909,A
910,A
911,C
912,A
913,C
914,B
915,C
916,B
917,C
918,A
919,A
920,A
921,B
922,A
923,C
924,A
925,C
926,A
927,B
928,C
929,C
930,C
931,A
932,C
933,A
934,A
935,B
936,A
937,A
938,C
939,C
940,B
941,C
942,A
943,C
944,A
945,A
946,A
947,C
948,A
949,C
950,A
951,C
952,A
953,C
954,A
955,C
956,B
957,C
958,A
959,C
960,A
961,C
962,A
963,B
964,C
965,A
966,B
967,A
968,B
969,C
970,B
971,C
972,A
973,A
974,C
975,B
976,C
977,A
978,A
979,C
980,C
981,C
982,B
983,C
984,C
985,C
986,C
987,B
988,C
989,A
990,C
991,B
992,C
993,C
994,A
995,A
996,A
997,B
998,A
999,A
1000,A
1001,A
1002,C
1003,A
1004,C
1005,C
1006,C
1007,C
1008,C
1009,C
1010,A
1011,A
1012,A
1013,A
1014,C
1015,B
1016,C
1017,A
1018,A
1019,C
1020,C
1021,B
1022,B
1023,A
1024,B
1025,A
1026,B
1027,A
1028,A
1029,A
1030,A
1031,C
1032,C
1033,B
1034,A
1035,B
1036,A
1037,A
1038,A
1039,A
1040,A
1041,C
1042,C
1043,A
1044,A
1045,B
1046,C
1047,C
1048,C
1049,C
1050,A
1051,B
1052,A
1053,A
1054,C
1055,A
1056,C
1057,A
1058,C
1059,A
1060,C
1061,A
1062,C
1063,A
1064,C
1065,C
1066,C
1067,A
1068,A
1069,A
1070,A
1071,A
1072,B
1073,A
1074,C
1075,A
1076,C
1077,B
1078,C
1079,C
1080,B
1081,B
1082,B
1083,A
1084,C
1085,B
1086,B
1087,A
1088,C
1089,B
1090,C
1091,C
1092,C
1093,A
1094,C
1095,C
1096,A
1097,A
1098,A
1099,C
1100,C
1101,A
1102,A
1103,C
1104,B
1105,C
1106,C
1107,A
1108,C
1109,A
1110,C
1111,A
1112,C
1113,A
1114,A
1115,A
1116,B
1117,B
1118,C
1119,C
1120,C
1121,A
1122,A
1123,C
1124,B
1125,C
1126,C
1127,C
1128,A
1129,C
1130,B
1131,C
1132,C
1133,C
1134,B
1135,C
1136,A
1137,C
1138,C
1139,A
1140,C
1141,B
1142,A
1143,A
1144,A
1145,C
1146,A
1147,C
1148,B
1149,A
1150,B
1151,A
1152,A
1153,B
1154,C
1155,C
1156,A
1157,A
1158,C
1159,A
1160,A
1161,A
1162,C
1163,B
1164,B
1165,A
1166,C
1167,A
1168,C
1169,A
1170,C
1171,A
1172,C
1173,A
1174,C
1175,A
1176,A
1177,C
1178,B
1179,C
1180,B
1181,B
1182,A
1183,C
1184,C
1185,B
1186,C
1187,A
1188,C
1189,C
1190,C
1191,C
1192,C
1193,B
1194,C
1195,A
1196,C
1197,C
1198,C
1199,A
1200,A
1201,B
1202,C
1203,C
1204,A
1205,C
1206,B
1207,C
1208,A
1209,A
1210,B
1211,C
1212,C
1213,A
1214,C
1215,B
1216,C
1217,C
1218,A
1219,A
1220,A
1221,C
1222,C
1223,C
1224,C
1225,C
1226,A
1227,A
1228,A
1229,B
1230,A
1231,C
1232,C
1233,C
1234,C
1235,C
1236,B
1237,A
1238,C
1239,C
1240,A
1241,C
1242,A
1243,C
1244,C
1245,C
1246,A
1247,C
1248,A
1249,C
1250,C
1251,A
1252,A
1253,B
1254,A
1255,B
1256,B
1257,C
1258,C
1259,C
1260,A
1261,C
1262,A
1263,A
1264,C
1265,C
1266,C
1267,A
1268,A
1269,C
1270,A
1271,A
1272,C
1273,C
1274,C
1275,B
1276,A
1277,A
1278,C
1279,B
1280,C
1281,A
1282,C
1283,A
1284,C
1285,A
1286,B
1287,C
1288,A
1289,C
1290,C
1291,A
1292,B
1293,C
1294,C
1295,C
1296,B
1297,B
1298,C
1299,A
1300,B
1301,B
1302,A
1303,A
1304,B
1305,A
1306,B
1307,A
1308,C
1309,A
1310,C
1311,C
1312,C
1313,A
1314,A
1315,A
1316,A
1317,C
1318,C
1319,A
1320,A
1321,C
1322,C
1323,B
1324,A
1325,C
1326,A
1327,C
1328,C
1329,A
1330,B
1331,A
1332,A
1333,A
1334,C
1335,A
1336,A
1337,B
1338,C
1339,A
1340,B
1341,C
1342,B
1343,C
1344,C
1345,B
1346,C
1347,C
1348,C
1349,C
1350,A
1351,C
1352,C
1353,C
1354,A
1355,C
1356,A
1357,B
1358,B
1359,C
1360,B
1361,C
1362,A
1363,A
1364,B
1365,C
1366,A
1367,C
1368,A
1369,C
1370,B
1371,B
1372,A
1373,A
1374,C
1375,A
1376,C
1377,A
1378,B
1379,A
1380,A
1381,A
1382,C
1383,A
1384,A
1385,C
1386,C
1387,A
1388,A
1389,C
1390,C
1391,A
1392,C
1393,A
1394,C
1395,C
1396,A
1397,C
1398,C
1399,C
1400,C
1401,A
1402,A
1403,B
1404,B
1405,B
1406,C
1407,C
1408,C
1409,C
1410,A
1411,A
1412,C
1413,C
1414,C
1415,C
1416,A
1417,B
1418,C
1419,B
1420,C
1421,A
1422,A
1423,A
1424,A
1425,B
1426,C
1427,C
1428,A
1429,A
1430,A
1431,A
1432,B
1433,C
1434,B
1435,A
1436,A
1437,C
1438,C
1439,A
1440,C
1441,B
1442,A
1443,C
1444,A
1445,A
1446,C
1447,B
1448,B
1449,A
1450,C
1451,B
1452,B
1453,A
1454,C
1455,C
1456,C
1457,B
1458,C
1459,B
1460,A
1461,A
1462,C
1463,A
1464,A
1465,B
1466,A
1467,C
1468,A
1469,C
1470,A
1471,C
1472,A
1473,B
1474,A
1475,C
1476,A
1477,B
1478,A
1479,A
1480,A
1481,A
1482,A
1483,A
1484,B
1485,A
1486,A
1487,B
1488,A
1489,C
1490,A
1491,A
1492,C
1493,A
1494,C
1495,A
1496,A
1497,B
1498,C
1499,A
1500,A
1501,A
1502,C
1503,C
1504,C
1505,A
1506,A
1507,A
1508,A
1509,A
1510,C
1511,A
1512,A
1513,C
1514,B
1515,C
1516,C
1517,B
1518,C
1519,A
1520,C
1521,A
1522,C
1523,A
1524,C
1525,B
1526,A
1527,A
1528,A
1529,C
1530,A
1531,C
1532,B
1533,C
1534,A
1535,C
1536,A
1537,C
1538,C
1539,C
1540,A
1541,B
1542,A
1543,C
1544,A
1545,B
1546,C
1547,C
1548,A
1549,C
1550,A
1551,A
1552,A
1553,A
1554,A
1555,B
1556,B
1557,C
1558,A
1559,B
1560,A
1561,A
1562,B
1563,C
1564,C
1565,C
1566,C
1567,B
1568,C
1569,C
1570,C
1571,C
1572,C
1573,C
1574,C
1575,A
1576,C
1577,B
1578,A
1579,A
1580,C
1581,A
1582,C
1583,A
1584,A
1585,A
1586,B
1587,A
1588,B
1589,A
1590,C
1591,A
1592,C
1593,A
1594,C
1595,B
1596,A
1597,C
1598,A
1599,C
1600,C
1601,C
1602,A
1603,B
1604,C
1605,A
1606,C
1607,B
1608,B
1609,A
1610,C
1611,A
1612,C
1613,B
1614,A
1615,A
1616,A
1617,A
1618,C
1619,C
1620,A
1621,C
1622,C
1623,C
1624,A
1625,C
1626,B
1627,C
1628,B
1629,C
1630,A
1631,C
1632,A
1633,C
1634,C
1635,A
1636,A
1637,A
1638,B
1639,A
1640,C
1641,A
1642,C
1643,A
1644,A
1645,A
1646,C
1647,A
1648,C
1649,C
1650,C
1651,C
1652,A
1653,C
1654,A
1655,C
1656,A
1657,C
1658,C
1659,C
1660,A
1661,C
1662,A
1663,A
1664,A
1665,B
1666,A
1667,A
1668,A
1669,A
1670,A
1671,B
1672,A
1673,C
1674,C
1675,B
1676,A
1677,B
1678,B
1679,B
1680,B
1681,A
1682,A
1683,A
1684,A
1685,A
1686,C
1687,C
1688,C
1689,A
1690,C
1691,A
1692,A
1693,A
1694,A
1695,A
1696,A
1697,C
1698,A
1699,C
1700,B
1701,B
1702,A
1703,C
1704,A
1705,A
1706,C
1707,C
1708,C
1709,C
1710,A
1711,C
1712,C
1713,C
1714,A
1715,C
1716,C
1717,C
1718,C
1719,C
1720,C
1721,A
1722,A
1723,C
1724,A
1725,C
1726,C
1727,A
1728,A
1729,A
1730,A
1731,A
1732,A
1733,A
1734,B
1735,B
1736,C
1737,A
1738,A
1739,B
1740,B
1741,C
1742,A
1743,A
1744,C
1745,A
1746,C
1747,A
1748,A
1749,C
1750,C
1751,A
1752,A
1753,B
1754,A
1755,C
1756,C
1757,C
1758,A
1759,C
1760,A
1761,C
1762,A
1763,C
1764,A
1765,C
1766,A
1767,C
1768,A
1769,C
1770,A
1771,A
1772,B
1773,C
1774,C
1775,B
1776,C
1777,B
1778,A
1779,A
1780,C
1781,C
1782,C
1783,C
1784,B
1785,C
1786,A
1787,C
1788,B
1789,C
1790,C
1791,A
1792,A
1793,C
1794,A
1795,C
1796,A
1797,C
1798,B
1799,C
1800,B
1801,C
1802,C
1803,B
1804,A
1805,A
1806,A
1807,A
1808,B
1809,B
1810,A
1811,A
1812,C
1813,A
1814,C
1815,C
1816,B
1817,C
1818,C
1819,C
1820,A
1821,C
1822,A
1823,C
1824,A
1825,C
1826,C
1827,A
1828,C
1829,C
1830,A
1831,A
1832,A
1833,C
1834,A
1835,C
1836,C
1837,B
1838,A
1839,C
1840,A
1841,A
1842,C
1843,C
1844,A
1845,A
1846,C
1847,A
1848,C
1849,A
1850,C
1851,A
1852,C
1853,B
1854,C
1855,A
1856,A
1857,B
1858,C
1859,B
1860,C
1861,C
1862,C
1863,A
1864,C
1865,A
1866,C
1867,C
1868,A
1869,C
1870,A
1871,A
1872,A
1873,A
1874,C
1875,A
1876,C
1877,A
1878,C
1879,A
1880,C
1881,A
1882,C
1883,C
1884,C
1885,A
1886,B
1887,C
1888,B
1889,C
1890,C
1891,C
1892,C
1893,A
1894,C
1895,A
1896,C
1897,C
1898,C
1899,C
1900,C
1901,A
1902,C
1903,A
1904,A
1905,B
1906,A
1907,B
1908,C
1909,B
1910,A
1911,B
1912,B
1913,A
1914,C
1915,B
1916,B
1917,A
1918,A
1919,A
1920,B
1921,A
1922,C
1923,B
1924,C
1925,C
1926,C
1927,A
1928,C
1929,A
1930,C
1931,C
1932,C
1933,A
1934,C
1935,B
1936,A
1937,A
1938,A
1939,A
1940,B
1941,C
1942,C
1943,C
1944,B
1945,C
1946,A
1947,C
1948,A
1949,C
1950,C
1951,A
1952,C
1953,A
1954,A
1955,A
1956,A
1957,B
1958,A
1959,C
1960,C
1961,B
1962,C
1963,A
1964,C
1965,B
1966,C
1967,A
1968,C
1969,C
1970,C
1971,C
1972,C
1973,A
1974,B
1975,C
1976,A
1977,A
1978,B
1979,B
1980,C
1981,C
1982,B
1983,C
1984,B
1985,C
1986,C
1987,C
1988,A
1989,A
1990,C
1991,A
1992,C
1993,C
1994,C
1995,C
1996,A
1997,C
1998,A
1999,B
2000,C
2001,C
2002,C
2003,A
2004,C
2005,C
2006,A
2007,C
2008,A
2009,C
2010,B
2011,C
2012,B
2013,B
2014,C
2015,C
2016,A
2017,A
2018,A
2019,B
2020,C
2021,C
2022,B
2023,C
2024,C
2025,C
2026,A
2027,C
2028,C
2029,A
2030,B
2031,C
2032,C
2033,A
2034,C
2035,A
2036,A
2037,B
2038,C
2039,A
2040,A
2041,C
2042,C
2043,A
2044,A
2045,A
2046,C
2047,A
2048,C
2049,A
2050,A
2051,A
2052,C
2053,A
2054,C
2055,C
2056,B
2057,A
2058,C
2059,A
2060,A
2061,B
2062,C
2063,C
2064,C
2065,A
2066,C
2067,A
2068,A
2069,C
2070,A
2071,C
2072,C
2073,A
2074,B
2075,C
2076,B
2077,A
2078,A
2079,A
2080,A
2081,B
2082,C
2083,B
2084,A
2085,C
2086,A
2087,C
2088,C
2089,C
2090,A
2091,C
2092,B
2093,C
2094,A
2095,C
2096,A
2097,A
2098,C
2099,B
2100,C
2101,C
2102,C
2103,C
2104,A
2105,C
2106,C
2107,A
2108,C
2109,A
2110,A
2111,A
2112,A
2113,B
2114,A
2115,C
2116,A
2117,C
2118,B
2119,C
2120,C
2121,A
2122,C
2123,A
2124,A
2125,A
2126,C
2127,A
2128,A
2129,A
2130,B
2131,B
2132,A
2133,B
2134,C
2135,C
2136,C
2137,A
2138,C
2139,A
2140,C
2141,A
2142,C
2143,A
2144,C
2145,B
2146,C
2147,C
2148,A
2149,C
2150,C
2151,A
2152,C
2153,A
2154,C
2155,A
2156,A
2157,A
2158,C
2159,C
2160,C
2161,C
2162,A
2163,C
2164,A
2165,C
2166,C
2167,C
2168,A
2169,A
2170,C
2171,C
2172,C
2173,A
2174,C
2175,A
2176,A
2177,A
2178,C
2179,C
2180,C
2181,A
2182,B
2183,A
2184,C
2185,A
2186,C
2187,C
2188,C
2189,C
2190,A
2191,A
2192,A
2193,A
2194,B
2195,C
2196,C
2197,C
2198,A
2199,C
2200,C
2201,C
2202,C
2203,C
2204,C
2205,C
2206,A
2207,A
2208,C
2209,C
2210,C
2211,A
2212,C
2213,A
2214,A
2215,A
2216,A
2217,C
2218,A
2219,A
2220,A
2221,A
2222,C
2223,B
2224,C
2225,B
2226,C
2227,C
2228,A
2229,A
2230,A
2231,C
2232,C
2233,C
2234,C
2235,A
2236,C
2237,C
2238,C
2239,C
2240,B
2241,A
2242,C
2243,A
2244,A
2245,A
2246,B
2247,A
2248,C
2249,A
2250,B
2251,C
2252,C
2253,B
2254,C
2255,C
2256,A
2257,C
2258,A
2259,C
2260,C
2261,C
2262,C
2263,A
2264,A
2265,B
2266,C
2267,A
2268,A
2269,A
2270,C
2271,C
2272,C
2273,C
2274,A
2275,C
2276,A
2277,C
2278,C
2279,A
2280,A
2281,B
2282,A
2283,A
2284,C
2285,A
2286,B
2287,B
2288,C
2289,C
2290,C
2291,B
2292,A
2293,B
2294,B
2295,A
2296,C
2297,C
2298,A
2299,C
2300,C
2301,C
2302,A
2303,C
2304,A
2305,C
2306,B
2307,C
2308,B
2309,C
2310,A
2311,A
2312,A
2313,A
2314,A
2315,A
2316,A
2317,A
2318,C
2319,C
2320,C
2321,C
2322,C
2323,C
2324,A
2325,C
2326,A
2327,B
2328,B
2329,C
2330,B
2331,C
2332,B
2333,C
2334,C
2335,B
2336,C
2337,B
2338,B
2339,A
2340,A
2341,A
2342,C
2343,C
2344,A
2345,A
2346,C
2347,A
2348,C
2349,C
2350,B
2351,C
2352,A
2353,C
2354,C
2355,A
2356,A
2357,C
2358,A
2359,C
2360,A
2361,C
2362,A
2363,C
2364,C
2365,A
2366,C
2367,A
2368,B
2369,A
2370,C
2371,B
2372,C
2373,A
2374,A
2375,C
2376,B
2377,B
2378,C
2379,A
2380,C
2381,A
2382,A
2383,A
2384,C
2385,A
2386,C
2387,A
2388,A
2389,B
2390,C
2391,C
2392,A
2393,C
2394,A
2395,A
2396,C
2397,A
2398,C
2399,C
2400,A
2401,A
2402,A
2403,A
2404,C
2405,A
2406,C
2407,B
2408,A
2409,C
2410,C
2411,A
2412,A
2413,B
2414,C
2415,A
2416,A
2417,A
2418,A
2419,B
2420,C
2421,A
2422,C
2423,A
2424,C
2425,C
2426,C
2427,A
2428,C
2429,C
2430,C
2431,A
2432,C
2433,A
2434,A
2435,A
2436,C
2437,C
2438,C
2439,B
2440,B
2441,B
2442,C
2443,A
2444,C
2445,A
2446,A
2447,A
2448,B
2449,A
2450,C
2451,A
2452,C
2453,A
2454,C
2455,A
2456,C
2457,C
2458,B
2459,C
2460,A
2461,C
2462,A
2463,C
2464,A
2465,B
2466,B
2467,C
2468,C
2469,A
2470,B
2471,A
2472,A
2473,C
2474,A
2475,C
2476,A
2477,C
2478,A
2479,C
2480,A
2481,A
2482,A
2483,C
2484,A
2485,B
2486,B
2487,C
2488,B
2489,A
2490,A
2491,C
2492,C
2493,B
2494,C
2495,A
2496,A
2497,B
2498,C
2499,B
2500,C
2501,A
2502,C
2503,C
2504,A
2505,A
2506,A
2507,C
2508,C
2509,A
2510,A
2511,B
2512,A
2513,C
2514,A
2515,B
2516,A
2517,C
2518,A
2519,A
2520,B
2521,A
2522,A
2523,B
2524,C
2525,A
2526,C
2527,A
2528,A
2529,B
2530,A
2531,C
2532,C
2533,B
2534,A
2535,A
2536,B
2537,B
2538,C
2539,B
2540,B
2541,B
2542,C
2543,C
2544,A
2545,B
2546,B
2547,C
2548,A
2549,C
2550,A
2551,C
2552,C
2553,A
2554,C
2555,C
2556,A
2557,C
2558,A
2559,C
2560,A
2561,C
2562,A
2563,C
2564,A
2565,B
2566,B
2567,C
2568,B
2569,A
2570,A
2571,A
2572,A
2573,A
2574,A
2575,B
2576,C
2577,C
2578,A
2579,C
2580,A
2581,C
2582,A
2583,A
2584,C
2585,C
2586,A
2587,A
2588,A
2589,C
2590,C
2591,A
2592,A
2593,C
2594,C
2595,C
2596,B
2597,A
2598,A
2599,C
2600,C
2601,A
2602,A
2603,B
2604,C
2605,C
2606,B
2607,C
2608,A
2609,C
2610,C
2611,C
2612,C
2613,C
2614,A
2615,A
2616,B
2617,A
2618,C
2619,C
2620,C
2621,B
2622,C
2623,A
2624,A
2625,A
2626,B
2627,C
2628,A
2629,A
2630,A
2631,A
2632,C
2633,C
2634,A
2635,A
2636,A
2637,C
2638,C
2639,C
2640,A
2641,A
2642,C
2643,A
2644,C
2645,C
2646,C
2647,C
2648,C
2649,C
2650,A
2651,C
2652,A
2653,C
2654,C
2655,C
2656,B
2657,A
2658,C
2659,A
2660,C
2661,A
2662,C
2663,B
2664,C
2665,A
2666,C
2667,A
2668,A
2669,C
2670,A
2671,A
2672,A
2673,C
2674,A
2675,B
2676,B
2677,C
2678,C
2679,C
2680,C
2681,C
2682,C
2683,A
2684,C
2685,B
2686,C
2687,B
2688,C
2689,B
2690,C
2691,C
2692,A
2693,C
2694,A
2695,A
2696,B
2697,A
2698,A
2699,C
2700,C
2701,A
2702,C
2703,C
2704,A
2705,A
2706,C
2707,C
2708,A
2709,B
2710,C
2711,B
2712,C
2713,A
2714,A
2715,C
2716,A
2717,C
2718,B
2719,A
2720,C
2721,C
2722,C
2723,B
2724,C
2725,A
2726,A
2727,A
2728,C
2729,B
2730,A
2731,B
2732,A
2733,C
2734,B
2735,A
2736,A
2737,B
2738,C
2739,A
2740,C
2741,A
2742,C
2743,C
2744,C
2745,B
2746,A
2747,C
2748,B
2749,C
2750,A
2751,A
2752,A
2753,C
2754,A
2755,C
2756,A
2757,C
2758,A
2759,B
2760,B
2761,A
2762,C
2763,B
2764,C
2765,B
2766,B
2767,C
2768,A
2769,A
2770,C
2771,C
2772,C
2773,A
2774,A
2775,C
2776,C
2777,C
2778,C
2779,A
2780,C
2781,A
2782,C
2783,A
2784,A
2785,B
2786,B
2787,C
2788,A
2789,C
2790,A
2791,B
2792,B
2793,B
